"","Origin","destination","Year","Value"
"Turkey.POL.2008","Turkey","POL",2008,"- -7"
"United Arab Emirates.POL.2008","United Arab Emirates","POL",2008,"0"
"Argentina.POL.2008","Argentina","POL",2008,"0"
"Brazil.POL.2008","Brazil","POL",2008,"- -4"
"Chile.POL.2008","Chile","POL",2008,"0"
"Ecuador.POL.2008","Ecuador","POL",2008,"0"
"Uruguay.POL.2008","Uruguay","POL",2008,"0"
"Venezuela, Bolivarian Rep. of.POL.2008","Venezuela, Bolivarian Rep. of","POL",2008,"- -1"
"Costa Rica.POL.2008","Costa Rica","POL",2008,"0"
"Mexico.POL.2008","Mexico","POL",2008,"4"
"Nicaragua.POL.2008","Nicaragua","POL",2008,"0"
"Panama.POL.2008","Panama","POL",2008,"0"
"Barbados.POL.2008","Barbados","POL",2008,"0"
"British Virgin Islands.POL.2008","British Virgin Islands","POL",2008,"0"
"Cayman Islands.POL.2008","Cayman Islands","POL",2008,"0"
"Netherlands Antilles.POL.2008","Netherlands Antilles","POL",2008,"0"
"Saint Kitts and Nevis.POL.2008","Saint Kitts and Nevis","POL",2008,"0"
"Turks and Caicos Islands.POL.2008","Turks and Caicos Islands","POL",2008,"0"
"US Virgin Islands.POL.2008","US Virgin Islands","POL",2008,"0"
"Marshall Islands.POL.2008","Marshall Islands","POL",2008,"0"
"Serbia.POL.2008","Serbia","POL",2008,"0"
"Serbia and Montenegro.POL.2008","Serbia and Montenegro","POL",2008,"0"
"The FYR of Macedonia.POL.2008","The FYR of Macedonia","POL",2008,"0"
"CIS.POL.2008","CIS","POL",2008,"- -43"
"Belarus.POL.2008","Belarus","POL",2008,"1"
"Kazakhstan.POL.2008","Kazakhstan","POL",2008,"0"
"Moldova, Republic of.POL.2008","Moldova, Republic of","POL",2008,"0"
"Russian Federation.POL.2008","Russian Federation","POL",2008,"- -27"
"Ukraine.POL.2008","Ukraine","POL",2008,"- -17"
"Georgia.POL.2008","Georgia","POL",2008,"0"
"Austria.POL.2009","Austria","POL",2009,"679"
"Belgium.POL.2009","Belgium","POL",2009,"164"
"Bulgaria.POL.2009","Bulgaria","POL",2009,"3"
"Croatia.POL.2009","Croatia","POL",2009,"- -4"
"Cyprus.POL.2009","Cyprus","POL",2009,"298"
"Czech Republic.POL.2009","Czech Republic","POL",2009,"128"
"Denmark.POL.2009","Denmark","POL",2009,"311"
"Estonia.POL.2009","Estonia","POL",2009,"8"
"Finland.POL.2009","Finland","POL",2009,"-- 130"
"France.POL.2009","France","POL",2009,"1 890"
"Germany.POL.2009","Germany","POL",2009,"2 976"
"Greece.POL.2009","Greece","POL",2009,"- -78"
"Hungary.POL.2009","Hungary","POL",2009,"139"
"Ireland.POL.2009","Ireland","POL",2009,"306"
"Italy.POL.2009","Italy","POL",2009,"611"
"Latvia.POL.2009","Latvia","POL",2009,"14"
"Lithuania.POL.2009","Lithuania","POL",2009,"8"
"Luxembourg.POL.2009","Luxembourg","POL",2009,"1 714"
"Malta.POL.2009","Malta","POL",2009,"-- 530"
"Netherlands.POL.2009","Netherlands","POL",2009,"653"
"Portugal.POL.2009","Portugal","POL",2009,"76"
"Romania.POL.2009","Romania","POL",2009,"- -32"
"Slovakia.POL.2009","Slovakia","POL",2009,"35"
"Slovenia.POL.2009","Slovenia","POL",2009,"- -97"
"Spain.POL.2009","Spain","POL",2009,"537"
"Sweden.POL.2009","Sweden","POL",2009,"1 298"
"United Kingdom.POL.2009","United Kingdom","POL",2009,"223"
"Andorra.POL.2009","Andorra","POL",2009,"0"
"Gibraltar.POL.2009","Gibraltar","POL",2009,"0"
"Guernsey.POL.2009","Guernsey","POL",2009,"0"
"Iceland.POL.2009","Iceland","POL",2009,"132"
"Isle of Man.POL.2009","Isle of Man","POL",2009,"0"
"Jersey.POL.2009","Jersey","POL",2009,"0"
"Liechtenstein.POL.2009","Liechtenstein","POL",2009,"- -15"
"Norway.POL.2009","Norway","POL",2009,"89"
"Switzerland.POL.2009","Switzerland","POL",2009,"270"
"Canada.POL.2009","Canada","POL",2009,"74"
"United States.POL.2009","United States","POL",2009,"1 329"
"Australia.POL.2009","Australia","POL",2009,"11"
"Bermuda.POL.2009","Bermuda","POL",2009,"0"
"Israel.POL.2009","Israel","POL",2009,"19"
"Japan.POL.2009","Japan","POL",2009,"233"
"New Zealand.POL.2009","New Zealand","POL",2009,"- -1"
"Egypt.POL.2009","Egypt","POL",2009,"0"
"Morocco.POL.2009","Morocco","POL",2009,"1"
"Tunisia.POL.2009","Tunisia","POL",2009,"0"
"Cape Verde.POL.2009","Cape Verde","POL",2009,"0"
"Eritrea.POL.2009","Eritrea","POL",2009,"0"
"Kenya.POL.2009","Kenya","POL",2009,"0"
"Mauritius.POL.2009","Mauritius","POL",2009,"0"
"Namibia.POL.2009","Namibia","POL",2009,"0"
"Niger.POL.2009","Niger","POL",2009,"0"
"Seychelles.POL.2009","Seychelles","POL",2009,"0"
"South Africa.POL.2009","South Africa","POL",2009,"0"
"Swaziland.POL.2009","Swaziland","POL",2009,"0"
"China.POL.2009","China","POL",2009,"-- 209"
"Hong Kong, China.POL.2009","Hong Kong, China","POL",2009,"192"
"Korea, Republic of.POL.2009","Korea, Republic of","POL",2009,"-- 100"
"Taiwan Province of China.POL.2009","Taiwan Province of China","POL",2009,"- -5"
"Indonesia.POL.2009","Indonesia","POL",2009,"- -3"
"Malaysia.POL.2009","Malaysia","POL",2009,"27"
"Philippines.POL.2009","Philippines","POL",2009,"5"
"Singapore.POL.2009","Singapore","POL",2009,"35"
"Thailand.POL.2009","Thailand","POL",2009,"- -2"
"Viet Nam.POL.2009","Viet Nam","POL",2009,"0"
"India.POL.2009","India","POL",2009,"- -5"
"Iran, Islamic Republic of.POL.2009","Iran, Islamic Republic of","POL",2009,"0"
"Bahrain.POL.2009","Bahrain","POL",2009,"0"
"Kuwait.POL.2009","Kuwait","POL",2009,"0"
"Lebanon.POL.2009","Lebanon","POL",2009,"0"
"Saudi Arabia.POL.2009","Saudi Arabia","POL",2009,"0"
"Syrian Arab Republic.POL.2009","Syrian Arab Republic","POL",2009,"0"
"Turkey.POL.2009","Turkey","POL",2009,"11"
"United Arab Emirates.POL.2009","United Arab Emirates","POL",2009,"0"
"Argentina.POL.2009","Argentina","POL",2009,"3"
"Brazil.POL.2009","Brazil","POL",2009,"- -97"
"Chile.POL.2009","Chile","POL",2009,"0"
"Ecuador.POL.2009","Ecuador","POL",2009,"0"
"Uruguay.POL.2009","Uruguay","POL",2009,"0"
"Venezuela, Bolivarian Rep. of.POL.2009","Venezuela, Bolivarian Rep. of","POL",2009,"0"
"Costa Rica.POL.2009","Costa Rica","POL",2009,"0"
"Mexico.POL.2009","Mexico","POL",2009,"4"
"Nicaragua.POL.2009","Nicaragua","POL",2009,"0"
"Panama.POL.2009","Panama","POL",2009,"0"
"Barbados.POL.2009","Barbados","POL",2009,"0"
"British Virgin Islands.POL.2009","British Virgin Islands","POL",2009,"0"
"Cayman Islands.POL.2009","Cayman Islands","POL",2009,"0"
"Netherlands Antilles.POL.2009","Netherlands Antilles","POL",2009,"0"
"Saint Kitts and Nevis.POL.2009","Saint Kitts and Nevis","POL",2009,"0"
"Turks and Caicos Islands.POL.2009","Turks and Caicos Islands","POL",2009,"0"
"US Virgin Islands.POL.2009","US Virgin Islands","POL",2009,"0"
"Marshall Islands.POL.2009","Marshall Islands","POL",2009,"0"
"Serbia.POL.2009","Serbia","POL",2009,"0"
"Serbia and Montenegro.POL.2009","Serbia and Montenegro","POL",2009,"0"
"The FYR of Macedonia.POL.2009","The FYR of Macedonia","POL",2009,"0"
"CIS.POL.2009","CIS","POL",2009,"-- 130"
"Belarus.POL.2009","Belarus","POL",2009,"2"
"Kazakhstan.POL.2009","Kazakhstan","POL",2009,"0"
"Moldova, Republic of.POL.2009","Moldova, Republic of","POL",2009,"0"
"Russian Federation.POL.2009","Russian Federation","POL",2009,"- -94"
"Ukraine.POL.2009","Ukraine","POL",2009,"- -38"
"Georgia.POL.2009","Georgia","POL",2009,"0"
"Austria.POL.2010","Austria","POL",2010,"-- 340"
"Belgium.POL.2010","Belgium","POL",2010,"98"
"Bulgaria.POL.2010","Bulgaria","POL",2010,"- -9"
"Croatia.POL.2010","Croatia","POL",2010,"16"
"Cyprus.POL.2010","Cyprus","POL",2010,"1 430"
"Czech Republic.POL.2010","Czech Republic","POL",2010,"- -34"
"Denmark.POL.2010","Denmark","POL",2010,"260"
"Estonia.POL.2010","Estonia","POL",2010,"52"
"Finland.POL.2010","Finland","POL",2010,"189"
"France.POL.2010","France","POL",2010,"1 161"
"Germany.POL.2010","Germany","POL",2010,"3 122"
"Greece.POL.2010","Greece","POL",2010,"2"
"Hungary.POL.2010","Hungary","POL",2010,"261"
"Ireland.POL.2010","Ireland","POL",2010,"385"
"Italy.POL.2010","Italy","POL",2010,"1 120"
"Latvia.POL.2010","Latvia","POL",2010,"30"
"Lithuania.POL.2010","Lithuania","POL",2010,"24"
"Luxembourg.POL.2010","Luxembourg","POL",2010,"2 677"
"Malta.POL.2010","Malta","POL",2010,"144"
"Netherlands.POL.2010","Netherlands","POL",2010,"--1 049"
"Portugal.POL.2010","Portugal","POL",2010,"282"
"Romania.POL.2010","Romania","POL",2010,"5"
"Slovakia.POL.2010","Slovakia","POL",2010,"65"
"Slovenia.POL.2010","Slovenia","POL",2010,"- -45"
"Spain.POL.2010","Spain","POL",2010,"414"
"Sweden.POL.2010","Sweden","POL",2010,"1 398"
"United Kingdom.POL.2010","United Kingdom","POL",2010,"403"
"Andorra.POL.2010","Andorra","POL",2010,"1"
"Gibraltar.POL.2010","Gibraltar","POL",2010,"58"
"Guernsey.POL.2010","Guernsey","POL",2010,"0"
"Iceland.POL.2010","Iceland","POL",2010,"- -46"
"Isle of Man.POL.2010","Isle of Man","POL",2010,"0"
"Jersey.POL.2010","Jersey","POL",2010,"3 891"
"Liechtenstein.POL.2010","Liechtenstein","POL",2010,"2"
"Norway.POL.2010","Norway","POL",2010,"137"
"Switzerland.POL.2010","Switzerland","POL",2010,"--1 923"
"Canada.POL.2010","Canada","POL",2010,"-- 102"
"United States.POL.2010","United States","POL",2010,"-- 107"
"Australia.POL.2010","Australia","POL",2010,"39"
"Bermuda.POL.2010","Bermuda","POL",2010,"1"
"Israel.POL.2010","Israel","POL",2010,"2"
"Japan.POL.2010","Japan","POL",2010,"-- 338"
"New Zealand.POL.2010","New Zealand","POL",2010,"0"
"Egypt.POL.2010","Egypt","POL",2010,"0"
"Morocco.POL.2010","Morocco","POL",2010,"0"
"Tunisia.POL.2010","Tunisia","POL",2010,"- -1"
"Cape Verde.POL.2010","Cape Verde","POL",2010,"6"
"Eritrea.POL.2010","Eritrea","POL",2010,"- -4"
"Kenya.POL.2010","Kenya","POL",2010,"- -1"
"Mauritius.POL.2010","Mauritius","POL",2010,"- -2"
"Namibia.POL.2010","Namibia","POL",2010,"0"
"Niger.POL.2010","Niger","POL",2010,"0"
"Seychelles.POL.2010","Seychelles","POL",2010,"0"
"South Africa.POL.2010","South Africa","POL",2010,"11"
"Swaziland.POL.2010","Swaziland","POL",2010,"7"
"China.POL.2010","China","POL",2010,"0"
"Hong Kong, China.POL.2010","Hong Kong, China","POL",2010,"- -82"
"Korea, Republic of.POL.2010","Korea, Republic of","POL",2010,"64"
"Taiwan Province of China.POL.2010","Taiwan Province of China","POL",2010,"3"
"Indonesia.POL.2010","Indonesia","POL",2010,"- -6"
"Malaysia.POL.2010","Malaysia","POL",2010,"10"
"Philippines.POL.2010","Philippines","POL",2010,"0"
"Singapore.POL.2010","Singapore","POL",2010,"45"
"Thailand.POL.2010","Thailand","POL",2010,"3"
"Viet Nam.POL.2010","Viet Nam","POL",2010,"1"
"India.POL.2010","India","POL",2010,"- -17"
"Iran, Islamic Republic of.POL.2010","Iran, Islamic Republic of","POL",2010,"48"
"Bahrain.POL.2010","Bahrain","POL",2010,"2"
"Kuwait.POL.2010","Kuwait","POL",2010,"0"
"Lebanon.POL.2010","Lebanon","POL",2010,"0"
"Saudi Arabia.POL.2010","Saudi Arabia","POL",2010,"0"
"Syrian Arab Republic.POL.2010","Syrian Arab Republic","POL",2010,"1"
"Turkey.POL.2010","Turkey","POL",2010,"0"
"United Arab Emirates.POL.2010","United Arab Emirates","POL",2010,"0"
"Argentina.POL.2010","Argentina","POL",2010,"0"
"Brazil.POL.2010","Brazil","POL",2010,"-- 112"
"Chile.POL.2010","Chile","POL",2010,"0"
"Ecuador.POL.2010","Ecuador","POL",2010,"1"
"Uruguay.POL.2010","Uruguay","POL",2010,"0"
"Venezuela, Bolivarian Rep. of.POL.2010","Venezuela, Bolivarian Rep. of","POL",2010,"0"
"Costa Rica.POL.2010","Costa Rica","POL",2010,"2"
"Mexico.POL.2010","Mexico","POL",2010,"- -6"
"Nicaragua.POL.2010","Nicaragua","POL",2010,"- -23"
"Panama.POL.2010","Panama","POL",2010,"2"
"Barbados.POL.2010","Barbados","POL",2010,"- -1"
"British Virgin Islands.POL.2010","British Virgin Islands","POL",2010,"- -4"
"Cayman Islands.POL.2010","Cayman Islands","POL",2010,"2"
"Netherlands Antilles.POL.2010","Netherlands Antilles","POL",2010,"- -6"
"Saint Kitts and Nevis.POL.2010","Saint Kitts and Nevis","POL",2010,"0"
"Turks and Caicos Islands.POL.2010","Turks and Caicos Islands","POL",2010,"- -1"
"US Virgin Islands.POL.2010","US Virgin Islands","POL",2010,"0"
"Marshall Islands.POL.2010","Marshall Islands","POL",2010,"0"
"Serbia.POL.2010","Serbia","POL",2010,"7"
"Serbia and Montenegro.POL.2010","Serbia and Montenegro","POL",2010,"0"
"The FYR of Macedonia.POL.2010","The FYR of Macedonia","POL",2010,"0"
"CIS.POL.2010","CIS","POL",2010,"- -95"
"Belarus.POL.2010","Belarus","POL",2010,"1"
"Kazakhstan.POL.2010","Kazakhstan","POL",2010,"- -57"
"Moldova, Republic of.POL.2010","Moldova, Republic of","POL",2010,"1"
"Russian Federation.POL.2010","Russian Federation","POL",2010,"- -30"
"Ukraine.POL.2010","Ukraine","POL",2010,"- -10"
"Georgia.POL.2010","Georgia","POL",2010,"0"
"Austria.POL.2011","Austria","POL",2011,"590"
"Belgium.POL.2011","Belgium","POL",2011,"933"
"Bulgaria.POL.2011","Bulgaria","POL",2011,"60"
"Croatia.POL.2011","Croatia","POL",2011,"40"
"Cyprus.POL.2011","Cyprus","POL",2011,"1 228"
"Czech Republic.POL.2011","Czech Republic","POL",2011,"- -39"
"Denmark.POL.2011","Denmark","POL",2011,"419"
"Estonia.POL.2011","Estonia","POL",2011,"0"
"Finland.POL.2011","Finland","POL",2011,"287"
"France.POL.2011","France","POL",2011,"2 778"
"Germany.POL.2011","Germany","POL",2011,"5 318"
"Greece.POL.2011","Greece","POL",2011,"1 043"
"Hungary.POL.2011","Hungary","POL",2011,"127"
"Ireland.POL.2011","Ireland","POL",2011,"--4 136"
"Italy.POL.2011","Italy","POL",2011,"-- 113"
"Latvia.POL.2011","Latvia","POL",2011,"- -34"
"Lithuania.POL.2011","Lithuania","POL",2011,"- -19"
"Luxembourg.POL.2011","Luxembourg","POL",2011,"7 477"
"Malta.POL.2011","Malta","POL",2011,"-- 943"
"Netherlands.POL.2011","Netherlands","POL",2011,"48"
"Portugal.POL.2011","Portugal","POL",2011,"- -20"
"Romania.POL.2011","Romania","POL",2011,"3"
"Slovakia.POL.2011","Slovakia","POL",2011,"88"
"Slovenia.POL.2011","Slovenia","POL",2011,"- -40"
"Spain.POL.2011","Spain","POL",2011,"6 210"
"Sweden.POL.2011","Sweden","POL",2011,"3 636"
"United Kingdom.POL.2011","United Kingdom","POL",2011,"658"
"Andorra.POL.2011","Andorra","POL",2011,"0"
"Gibraltar.POL.2011","Gibraltar","POL",2011,"-- 924"
"Guernsey.POL.2011","Guernsey","POL",2011,"- -6"
"Iceland.POL.2011","Iceland","POL",2011,"82"
"Isle of Man.POL.2011","Isle of Man","POL",2011,"4"
"Jersey.POL.2011","Jersey","POL",2011,"223"
"Liechtenstein.POL.2011","Liechtenstein","POL",2011,"- -16"
"Norway.POL.2011","Norway","POL",2011,"139"
"Switzerland.POL.2011","Switzerland","POL",2011,"--3 655"
"Canada.POL.2011","Canada","POL",2011,"39"
"United States.POL.2011","United States","POL",2011,"--1 078"
"Australia.POL.2011","Australia","POL",2011,"- -86"
"Bermuda.POL.2011","Bermuda","POL",2011,"3"
"Israel.POL.2011","Israel","POL",2011,"15"
"Japan.POL.2011","Japan","POL",2011,"-- 146"
"New Zealand.POL.2011","New Zealand","POL",2011,"0"
"Egypt.POL.2011","Egypt","POL",2011,"0"
"Morocco.POL.2011","Morocco","POL",2011,"- -1"
"Tunisia.POL.2011","Tunisia","POL",2011,"- -1"
"Cape Verde.POL.2011","Cape Verde","POL",2011,"- -7"
"Eritrea.POL.2011","Eritrea","POL",2011,"0"
"Kenya.POL.2011","Kenya","POL",2011,"0"
"Mauritius.POL.2011","Mauritius","POL",2011,"- -1"
"Namibia.POL.2011","Namibia","POL",2011,"- -27"
"Niger.POL.2011","Niger","POL",2011,"- -1"
"Seychelles.POL.2011","Seychelles","POL",2011,"1"
"South Africa.POL.2011","South Africa","POL",2011,"-- 123"
"Swaziland.POL.2011","Swaziland","POL",2011,"0"
"China.POL.2011","China","POL",2011,"101"
"Hong Kong, China.POL.2011","Hong Kong, China","POL",2011,"-- 231"
"Korea, Republic of.POL.2011","Korea, Republic of","POL",2011,"112"
"Taiwan Province of China.POL.2011","Taiwan Province of China","POL",2011,"- -9"
"Indonesia.POL.2011","Indonesia","POL",2011,"3"
"Malaysia.POL.2011","Malaysia","POL",2011,"- -11"
"Philippines.POL.2011","Philippines","POL",2011,"- -1"
"Singapore.POL.2011","Singapore","POL",2011,"57"
"Thailand.POL.2011","Thailand","POL",2011,"2"
"Viet Nam.POL.2011","Viet Nam","POL",2011,"- -33"
"India.POL.2011","India","POL",2011,"- -1"
"Iran, Islamic Republic of.POL.2011","Iran, Islamic Republic of","POL",2011,"3"
"Bahrain.POL.2011","Bahrain","POL",2011,"3"
"Kuwait.POL.2011","Kuwait","POL",2011,"1"
"Lebanon.POL.2011","Lebanon","POL",2011,"33"
"Saudi Arabia.POL.2011","Saudi Arabia","POL",2011,"- -1"
"Syrian Arab Republic.POL.2011","Syrian Arab Republic","POL",2011,"0"
"Turkey.POL.2011","Turkey","POL",2011,"74"
"United Arab Emirates.POL.2011","United Arab Emirates","POL",2011,"6"
"Argentina.POL.2011","Argentina","POL",2011,"0"
"Brazil.POL.2011","Brazil","POL",2011,"4"
"Chile.POL.2011","Chile","POL",2011,"0"
"Ecuador.POL.2011","Ecuador","POL",2011,"1"
"Uruguay.POL.2011","Uruguay","POL",2011,"0"
"Venezuela, Bolivarian Rep. of.POL.2011","Venezuela, Bolivarian Rep. of","POL",2011,"0"
"Costa Rica.POL.2011","Costa Rica","POL",2011,"0"
"Mexico.POL.2011","Mexico","POL",2011,"2"
"Nicaragua.POL.2011","Nicaragua","POL",2011,"0"
"Panama.POL.2011","Panama","POL",2011,"- -1"
"Barbados.POL.2011","Barbados","POL",2011,"0"
"British Virgin Islands.POL.2011","British Virgin Islands","POL",2011,"- -12"
"Cayman Islands.POL.2011","Cayman Islands","POL",2011,"- -23"
"Netherlands Antilles.POL.2011","Netherlands Antilles","POL",2011,"0"
"Saint Kitts and Nevis.POL.2011","Saint Kitts and Nevis","POL",2011,"1"
"Turks and Caicos Islands.POL.2011","Turks and Caicos Islands","POL",2011,"0"
"US Virgin Islands.POL.2011","US Virgin Islands","POL",2011,"1"
"Marshall Islands.POL.2011","Marshall Islands","POL",2011,"0"
"Serbia.POL.2011","Serbia","POL",2011,"7"
"Serbia and Montenegro.POL.2011","Serbia and Montenegro","POL",2011,"0"
"The FYR of Macedonia.POL.2011","The FYR of Macedonia","POL",2011,"1"
"CIS.POL.2011","CIS","POL",2011,"1"
"Belarus.POL.2011","Belarus","POL",2011,"- -1"
"Kazakhstan.POL.2011","Kazakhstan","POL",2011,"4"
"Moldova, Republic of.POL.2011","Moldova, Republic of","POL",2011,"0"
"Russian Federation.POL.2011","Russian Federation","POL",2011,"27"
"Ukraine.POL.2011","Ukraine","POL",2011,"- -28"
"Georgia.POL.2011","Georgia","POL",2011,"- -1"
"Austria.POL.2012","Austria","POL",2012,"833"
"Belgium.POL.2012","Belgium","POL",2012,"411"
"Bulgaria.POL.2012","Bulgaria","POL",2012,"- -42"
"Croatia.POL.2012","Croatia","POL",2012,"- -7"
"Cyprus.POL.2012","Cyprus","POL",2012,"661"
"Czech Republic.POL.2012","Czech Republic","POL",2012,"54"
"Denmark.POL.2012","Denmark","POL",2012,"108"
"Estonia.POL.2012","Estonia","POL",2012,"24"
"Finland.POL.2012","Finland","POL",2012,"172"
"France.POL.2012","France","POL",2012,"4 025"
"Germany.POL.2012","Germany","POL",2012,"4 490"
"Greece.POL.2012","Greece","POL",2012,"-- 456"
"Hungary.POL.2012","Hungary","POL",2012,"236"
"Ireland.POL.2012","Ireland","POL",2012,"247"
"Italy.POL.2012","Italy","POL",2012,"385"
"Latvia.POL.2012","Latvia","POL",2012,"9"
"Lithuania.POL.2012","Lithuania","POL",2012,"12"
"Luxembourg.POL.2012","Luxembourg","POL",2012,"--4 141"
"Malta.POL.2012","Malta","POL",2012,"-- 175"
"Netherlands.POL.2012","Netherlands","POL",2012,"--2 195"
"Portugal.POL.2012","Portugal","POL",2012,"166"
"Romania.POL.2012","Romania","POL",2012,"2"
"Slovakia.POL.2012","Slovakia","POL",2012,"89"
"Slovenia.POL.2012","Slovenia","POL",2012,"- -32"
"Spain.POL.2012","Spain","POL",2012,"443"
"Sweden.POL.2012","Sweden","POL",2012,"--1 160"
"United Kingdom.POL.2012","United Kingdom","POL",2012,"1 084"
"Andorra.POL.2012","Andorra","POL",2012,"- -1"
"Gibraltar.POL.2012","Gibraltar","POL",2012,"3"
"Guernsey.POL.2012","Guernsey","POL",2012,"- -14"
"Iceland.POL.2012","Iceland","POL",2012,"58"
"Isle of Man.POL.2012","Isle of Man","POL",2012,"0"
"Jersey.POL.2012","Jersey","POL",2012,"208"
"Liechtenstein.POL.2012","Liechtenstein","POL",2012,"- -1"
"Norway.POL.2012","Norway","POL",2012,"65"
"Switzerland.POL.2012","Switzerland","POL",2012,"516"
"Canada.POL.2012","Canada","POL",2012,"57"
"United States.POL.2012","United States","POL",2012,"119"
"Australia.POL.2012","Australia","POL",2012,"9"
"Bermuda.POL.2012","Bermuda","POL",2012,"- -2"
"Israel.POL.2012","Israel","POL",2012,"- -12"
"Japan.POL.2012","Japan","POL",2012,"117"
"New Zealand.POL.2012","New Zealand","POL",2012,"0"
"Egypt.POL.2012","Egypt","POL",2012,"0"
"Morocco.POL.2012","Morocco","POL",2012,"1"
"Tunisia.POL.2012","Tunisia","POL",2012,"0"
"Cape Verde.POL.2012","Cape Verde","POL",2012,"0"
"Eritrea.POL.2012","Eritrea","POL",2012,"0"
"Kenya.POL.2012","Kenya","POL",2012,"0"
"Mauritius.POL.2012","Mauritius","POL",2012,"11"
"Namibia.POL.2012","Namibia","POL",2012,"0"
"Niger.POL.2012","Niger","POL",2012,"16"
"Seychelles.POL.2012","Seychelles","POL",2012,"0"
"South Africa.POL.2012","South Africa","POL",2012,"-- 148"
"Swaziland.POL.2012","Swaziland","POL",2012,"0"
"China.POL.2012","China","POL",2012,"-- 148"
"Hong Kong, China.POL.2012","Hong Kong, China","POL",2012,"113"
"Korea, Republic of.POL.2012","Korea, Republic of","POL",2012,"- -18"
"Taiwan Province of China.POL.2012","Taiwan Province of China","POL",2012,"- -2"
"Indonesia.POL.2012","Indonesia","POL",2012,"- -1"
"Malaysia.POL.2012","Malaysia","POL",2012,"- -9"
"Philippines.POL.2012","Philippines","POL",2012,"0"
"Singapore.POL.2012","Singapore","POL",2012,"- -50"
"Thailand.POL.2012","Thailand","POL",2012,"- -2"
"Viet Nam.POL.2012","Viet Nam","POL",2012,"0"
"India.POL.2012","India","POL",2012,"3"
"Iran, Islamic Republic of.POL.2012","Iran, Islamic Republic of","POL",2012,"- -1"
"Bahrain.POL.2012","Bahrain","POL",2012,"2"
"Kuwait.POL.2012","Kuwait","POL",2012,"1"
"Lebanon.POL.2012","Lebanon","POL",2012,"4"
"Saudi Arabia.POL.2012","Saudi Arabia","POL",2012,"- -1"
"Syrian Arab Republic.POL.2012","Syrian Arab Republic","POL",2012,"0"
"Turkey.POL.2012","Turkey","POL",2012,"6"
"United Arab Emirates.POL.2012","United Arab Emirates","POL",2012,"- -1"
"Argentina.POL.2012","Argentina","POL",2012,"0"
